K,C,X,Y,R,S,df,ConfigID,rewards
248,154,88,112,3,3,shi,703,59398109.0
8,104,88,144,3,3,shi,767,1940953
146,192,104,208,7,7,shi,757,539223553
340,80,248,120,9,9,eye,765,114707841
318,330,136,64,5,5,eye,761,95075641
398,396,176,16,3,3,dla,765,62069281
500,74,176,120,9,9,dla,765,1525977601
226,458,80,128,7,7,eye,757,184451257
446,266,168,112,9,9,eye,763,348030145
422,26,240,168,9,9,dla,572,1273587201
370,198,192,32,5,5,eye,753,33098869.0
26,380,256,256,3,3,eye,764,31783201
94,194,16,208,3,3,shi,760,9362441
384,330,256,176,7,7,shi,743,4658100481.0
200,430,88,16,1,1,eye,765,3027201
168,418,112,256,3,3,shi,767,278953137
416,306,152,72,1,1,shi,767,42325921
62,446,40,96,1,1,dla,764,1881601
258,176,104,200,5,5,shi,761,454685441
356,82,256,216,7,7,shi,651,1431458913.0
218,344,160,88,1,1,eye,766,21795841
444,18,256,40,7,7,eye,767,7845481
232,166,128,88,7,7,shi,763,460622777
416,120,120,216,3,3,shi,763,213058561
68,78,56,256,3,3,dla,759,17254729
352,266,248,144,9,9,shi,766,5461307713
390,296,256,88,7,7,eye,765,272068993
98,500,192,104,9,9,eye,762,131208001
396,64,120,104,7,7,eye,767,34831105
4,434,192,232,1,1,eye,764,1510321
126,470,152,224,5,5,shi,764,877245601
416,272,72,168,7,7,shi,763,1098225025
348,298,64,112,3,3,shi,767,116096629
94,98,128,208,5,5,shi,757,114689401
240,214,56,128,7,7,eye,767,45376561
100,454,16,8,1,1,shi,573,799041
494,52,104,152,7,7,shi,757,370600777
336,394,80,72,9,9,eye,575,171746177
274,78,240,112,1,1,eye,767,10448257
306,56,216,88,5,5,eye,704,29260673.0
118,336,32,160,3,3,shi,762,32558401
34,280,232,248,3,3,dla,762,90528001
474,318,56,144,3,3,shi,701,221123845.0
12,296,184,88,7,7,eye,767,6276385
372,472,176,16,3,3,eye,767,23923321.0
46,216,160,168,1,1,eye,767,5660929
22,256,184,64,5,5,eye,766,5087233
318,424,168,168,3,3,eye,682,206572801.0
464,70,184,88,1,1,dla,767,16418689
76,380,200,168,1,1,shi,766,19152001
352,210,56,168,9,9,eye,574,107896321
292,152,56,160,3,3,shi,759,65311057
154,452,208,24,3,3,eye,766,20249601
428,198,144,56,5,5,dla,766,313447681
440,212,192,152,7,7,shi,766,2551148641
6,416,24,208,1,1,shi,766,279553
316,486,256,152,3,3,eye,766,281880001
170,374,240,32,1,1,shi,765,16785121
212,102,80,64,3,3,eye,759,8400925
388,400,176,248,5,5,eye,765,575593201
88,344,88,96,3,3,eye,574,17612801
326,206,160,224,5,5,eye,763,224089273
288,280,176,256,5,5,shi,767,1387948801
428,162,208,88,5,5,shi,567,708648589
48,418,88,96,7,7,dla,767,121710961
252,410,40,248,1,1,eye,575,27758641.0
406,486,208,8,1,1,shi,575,44680897
8,146,248,8,3,3,eye,766,85265
276,258,48,144,7,7,shi,767,439745005
10,186,160,112,9,9,eye,766,5430457
400,66,120,24,3,3,eye,765,3843841.0
380,220,168,112,7,7,eye,765,197028481
264,52,176,32,1,1,eye,767,1427713
224,226,248,200,9,9,eye,763,361404737
118,468,72,24,1,1,shi,767,4380481
496,426,200,64,9,9,eye,763,359969149
466,32,96,248,3,3,shi,767,50838529
156,62,160,144,9,9,eye,767,37643425
56,430,120,256,9,9,eye,763,109395441.0
190,306,96,88,3,3,shi,765,98744977
378,510,24,168,9,9,shi,764,749657161
474,198,192,240,7,7,eye,761,470667781
456,268,160,112,7,7,eye,767,287922049
214,316,216,88,1,1,eye,767,26028289
194,94,136,176,7,7,eye,568,67637701
486,146,216,112,7,7,shi,764,1460747521
328,46,112,144,1,1,eye,766,4769281
290,350,168,112,9,9,eye,645,296339401.0
408,112,88,96,3,3,eye,575,26564609
326,330,240,136,9,9,shi,757,4046083801
94,350,168,216,5,5,shi,757,541731401
494,236,48,144,3,3,shi,574,145600201
122,434,176,192,9,9,shi,757,2163058171
278,86,256,256,5,5,eye,764,122913265
296,332,176,136,3,3,eye,766,121014001
504,64,208,112,1,1,shi,767,14536705
62,464,32,160,1,1,shi,764,3118081
192,274,256,112,1,1,eye,767,25532417
80,42,184,16,5,5,eye,765,759025
446,298,120,80,1,1,shi,766,35187841
72,488,184,56,9,9,dla,767,394555393
98,384,216,192,3,3,dla,762,218588161
332,398,64,192,3,3,shi,764,222789655.0
216,194,160,160,3,3,eye,743,60519853.0
424,394,176,72,5,5,eye,763,176285845
394,208,144,40,9,9,dla,760,558344193
82,406,136,256,9,9,dla,757,1485016065
8,136,224,96,7,7,eye,765,2779297
446,146,120,208,9,9,eye,763,244086305
2,498,88,120,7,7,eye,565,1676269
174,206,152,216,5,5,shi,761,531208081
228,120,224,48,5,5,eye,767,24706081
486,296,88,248,7,7,shi,764,2312820865
340,470,176,248,5,5,shi,765,2750797201
422,200,104,104,3,3,shi,764,155964801
444,506,232,88,5,5,eye,767,383201897
38,178,224,96,1,1,eye,765,3007489
430,462,32,104,5,5,dla,765,241763201.0
502,328,208,136,3,3,shi,767,922316977
330,140,168,216,1,1,dla,574,39191041
360,288,24,184,5,5,shi,767,155623681
196,370,112,224,9,9,eye,750,282455041.0
106,154,120,32,9,9,eye,757,7982437
46,492,64,32,1,1,shi,767,1637377
344,146,184,72,9,9,shi,763,716118905
362,452,168,200,7,7,shi,757,5203243201
198,126,16,224,1,1,eye,574,6096385
366,134,144,168,1,1,eye,767,27217009
206,444,56,208,5,5,eye,764,94624393
480,14,1,1,7,7,dla,767,846761
206,98,168,152,1,1,shi,766,11261377
290,332,120,216,9,9,eye,765,374798785
448,416,232,104,5,5,eye,763,374599681
378,258,112,200,9,9,eye,764,348052321
502,400,192,40,9,9,shi,565,2994831601
250,114,208,152,1,1,shi,767,19420129
398,172,16,144,1,1,shi,573,3632641
70,172,240,144,5,5,shi,765,213281377
16,264,88,72,9,9,shi,763,27376273.0
54,104,248,40,5,5,dla,764,23822209
162,86,184,64,1,1,shi,764,2848321
376,376,104,224,9,9,eye,763,550518145
120,454,40,120,7,7,shi,767,181572761
118,152,232,184,5,5,shi,757,307943185
294,450,232,224,9,9,eye,762,1030579201
196,42,192,200,9,9,dla,570,561856513
238,348,56,160,9,9,eye,762,114249793
234,244,216,40,1,1,shi,767,13703041
490,222,72,216,5,5,shi,765,740313169
512,454,144,128,9,9,eye,763,792008449
262,372,168,160,3,3,eye,767,141836905
126,234,216,56,3,3,eye,764,19341505
372,264,208,120,7,7,eye,767,327785569
350,280,224,40,9,9,eye,765,127164801
198,74,72,88,3,3,dla,574,21672001
280,428,232,112,7,7,eye,765,376585217
214,456,152,184,9,9,shi,757,3417001345
368,8,104,200,7,7,eye,763,8098945
110,508,216,248,7,7,shi,766,2300630401
432,178,184,24,5,5,eye,767,23145697
108,416,112,176,3,3,shi,767,133851745
462,216,192,32,5,5,eye,766,45069697
258,162,40,176,9,9,eye,761,64456399
50,356,64,248,1,1,eye,765,4855841
100,90,80,240,1,1,shi,765,3168001
98,294,72,200,5,5,shi,762,196152097
322,40,200,144,9,9,shi,762,601050721
184,456,152,8,1,1,eye,766,2232577
328,354,72,144,3,3,eye,571,101714113
334,124,8,88,1,1,shi,767,722177
306,272,256,200,5,5,eye,764,334407681
178,280,104,136,9,9,eye,757,121858801
302,364,56,200,5,5,shi,757,574044017
222,366,240,224,9,9,eye,761,633115585
242,242,216,96,1,1,eye,766,24532993
30,382,240,80,9,9,eye,765,29740993
350,418,80,224,5,5,shi,765,1112816321
232,338,24,80,7,7,dla,739,91084825.0
42,404,232,160,1,1,shi,766,13496833
30,256,216,56,9,9,shi,573,129411073
374,324,224,192,3,3,eye,766,282009601
188,244,224,160,3,3,shi,759,277502665
344,302,104,144,3,3,eye,763,91005889
312,484,232,40,3,3,shi,767,313555529
46,512,232,104,5,5,shi,661,269576193.0
336,114,56,56,1,1,dla,767,2283009
504,92,80,136,3,3,shi,767,97952401
142,448,48,184,7,7,shi,757,393337729
250,350,168,104,5,5,shi,765,718077501
402,98,24,72,5,5,dla,761,27518241.0
76,392,48,240,5,5,shi,759,131352929
54,258,24,48,1,1,eye,574,743041
254,468,184,80,1,1,dla,765,33679361
496,196,144,232,7,7,shi,763,2630470529
104,184,240,120,1,1,shi,763,10333441
220,274,152,144,9,9,shi,574,2109580801
304,188,40,80,7,7,shi,571,190501905
202,492,40,72,5,5,eye,762,35156353
432,338,160,56,7,7,eye,767,172006849
454,484,184,32,9,9,eye,762,160823521
76,68,200,232,9,9,shi,759,321604641
46,356,248,168,5,5,shi,733,300884437.0
142,194,72,168,9,9,eye,757,40412917
136,294,64,224,7,7,shi,763,454718041
382,432,144,216,3,3,shi,767,850673665.0
316,452,216,184,3,3,shi,759,832996225
392,156,136,240,5,5,eye,571,221247937
302,156,224,24,5,5,eye,763,19064449
56,446,8,176,1,1,shi,763,674353
124,304,88,232,7,7,dla,759,565874621
296,426,40,224,9,9,shi,763,1307615521
382,234,192,160,9,9,shi,757,3999531979
46,234,128,216,7,7,shi,757,257776273
170,324,144,232,1,1,eye,573,42169249
378,44,232,32,1,1,eye,767,2342913.0
482,330,96,104,1,1,eye,766,36241921
212,52,24,248,5,5,shi,759,22092097
488,154,256,16,1,1,shi,287,21012993
70,176,248,112,3,3,eye,765,16592577
86,32,16,216,5,5,dla,757,5578993
22,402,120,152,1,1,eye,766,2932993
176,72,168,48,5,5,eye,766,8584705
480,452,40,80,1,1,eye,575,18803201
328,278,208,192,5,5,shi,763,1396517155.0
292,242,144,136,3,3,eye,570,87816961
362,180,56,240,7,7,eye,766,109058401
14,320,256,16,1,1,eye,762,327681
82,36,240,40,7,7,shi,565,33897817
500,174,64,40,9,9,shi,573,394692901
322,182,120,152,9,9,shi,762,1595292973
2,272,248,16,1,1,eye,762,52225
298,460,40,144,9,9,dla,757,845576193
454,140,64,40,1,1,shi,575,4426241
378,464,24,200,9,9,shi,764,682041025
140,42,240,192,5,5,eye,765,22433377
120,244,40,136,7,7,shi,575,146378041
234,238,160,224,7,7,shi,764,1681551873
352,138,128,88,3,3,shi,766,110541313
444,382,192,208,7,7,eye,767,724268563
158,178,1,144,1,1,eye,9,4511233
30,240,104,48,5,5,eye,765,3252961
448,434,192,128,9,9,eye,763,662478433
146,332,160,152,7,7,eye,762,151097185
42,124,160,240,7,7,eye,762,26105473
150,192,176,40,9,9,shi,381,391965121
90,26,128,80,1,1,eye,765,411841
278,140,32,64,3,3,dla,572,14184361
110,128,48,200,5,5,shi,766,61998081
446,222,160,224,3,3,eye,763,201472993
170,270,160,8,7,7,dla,765,12854381
134,460,88,24,1,1,shi,284,6072001
74,22,56,48,7,7,eye,757,483517
460,332,16,104,5,5,dla,765,83131201
372,158,16,40,1,1,shi,575,1018785
382,92,200,56,7,7,shi,757,334570881
58,192,16,88,5,5,shi,757,6715009
132,140,80,128,1,1,eye,767,5125121
264,142,240,128,1,1,dla,767,26357761
340,48,136,232,3,3,eye,765,34306273
80,232,32,248,3,3,shi,765,20119041
206,70,232,216,9,9,shi,757,1047266921
58,142,256,48,3,3,eye,767,4952961
462,126,64,200,9,9,shi,766,792260029
392,342,80,80,5,5,shi,763,509979457
36,268,96,1,1,1,eye,767,20905
482,392,104,104,1,1,eye,766,43051009
448,206,88,160,5,5,eye,571,148399105
402,130,168,224,7,7,eye,761,246667201
428,294,88,160,9,9,shi,759,2447023447
468,60,160,56,3,3,dla,767,36269533
56,180,224,168,3,3,dla,763,56494117
246,74,184,80,9,9,eye,761,35461393
470,322,56,48,7,7,eye,765,44584765
256,46,112,40,9,9,dla,571,69115905
508,112,56,136,7,7,shi,759,418526977
448,4,40,152,5,5,shi,763,4843777
150,78,48,200,7,7,dla,573,120020041
110,270,128,56,1,1,shi,766,4147201
232,458,120,240,7,7,shi,763,2375087241
282,192,248,80,3,3,shi,569,241229569
54,368,144,224,9,9,eye,764,116052481
190,262,32,144,5,5,shi,765,104627605
376,106,104,88,3,3,eye,763,21093789
122,260,232,72,3,3,eye,759,28629121
244,390,224,256,5,5,shi,759,2097707041
236,14,200,160,1,1,shi,767,2184001
110,510,72,144,9,9,shi,574,872589601
316,124,192,72,5,5,shi,759,369074097
282,310,248,152,5,5,eye,761,264008401
184,316,192,136,7,7,eye,763,162810469
78,156,224,200,7,7,eye,761,67005121
216,366,64,80,1,1,shi,767,10962433
28,412,216,104,9,9,eye,762,41186817
288,208,240,200,5,5,eye,767,240414721
242,94,184,184,7,7,dla,574,752811841
464,38,112,144,7,7,shi,763,274847617
74,236,80,32,7,7,eye,565,6915745
224,428,200,184,3,3,shi,763,514904545
294,248,72,144,5,5,shi,762,372288673
64,354,240,216,9,9,eye,763,176444929
328,32,56,112,5,5,shi,763,27318465
450,98,88,200,7,7,eye,573,121257361
2,178,112,56,3,3,shi,760,359027
320,282,192,8,1,1,eye,767,2375569
192,328,40,168,1,1,shi,767,8186881.0
368,144,72,56,7,7,eye,763,41651713
480,458,120,160,5,5,eye,767,352916481
310,22,152,16,1,1,shi,575,1130273
274,34,48,8,3,3,dla,574,690001
320,162,16,184,5,5,shi,765,46702657
160,36,136,248,9,9,eye,765,25225345
484,360,80,32,1,1,eye,766,12165121
366,404,24,56,1,1,eye,767,9117473
494,260,176,152,9,9,shi,757,5247095101
278,270,200,144,7,7,shi,757,2143713601
466,152,184,104,1,1,shi,767,28359553
336,354,248,32,1,1,shi,383,31956289
294,156,256,248,3,3,shi,762,421608097
224,422,112,256,9,9,eye,763,429440705
380,48,104,176,1,1,eye,767,7028737
164,96,208,56,9,9,shi,567,255143329
184,440,80,152,9,9,shi,763,1416719041
262,410,64,200,7,7,shi,757,1223084121
364,186,64,48,5,5,dla,762,72483841
104,86,64,104,3,3,dla,571,12002953
156,276,160,160,5,5,eye,767,103678849
302,402,168,88,5,5,shi,757,999519133
446,368,96,136,7,7,shi,565,2174613937.0
160,124,32,192,9,9,dla,765,114604033
182,376,168,136,1,1,dla,766,27965953.0
256,180,216,104,3,3,eye,763,57185281
234,446,248,56,3,3,shi,764,232012769
204,40,256,160,9,9,eye,767,44991521
470,472,128,144,3,3,shi,573,757494865
64,486,168,120,3,3,eye,763,34058881
72,270,136,24,1,1,shi,287,2864161
208,92,104,216,5,5,eye,763,41348113
252,248,144,144,3,3,eye,767,81744769
86,220,80,216,5,5,eye,565,41491561
268,136,112,16,5,5,eye,759,5521873
76,262,104,16,7,7,eye,759,3922665
386,214,232,200,3,3,eye,764,199204897
236,286,232,216,7,7,shi,759,2992030185
132,130,192,40,5,5,shi,575,80706341
304,44,160,200,1,1,shi,766,9461761
494,16,112,256,5,5,shi,766,85599361
448,212,176,216,9,9,eye,763,554754817
8,462,208,144,7,7,shi,764,109789219
228,218,80,64,9,9,eye,575,56422325
172,328,32,144,3,3,shi,567,46120081
90,82,64,88,1,1,shi,765,1039105
222,362,32,88,7,7,shi,761,204874625
324,346,80,240,5,5,shi,767,852588289
144,228,32,120,3,3,dla,767,18521281
258,316,152,88,1,1,eye,765,23859265
102,82,32,224,7,7,shi,761,42645249
148,42,120,136,3,3,eye,765,5159701
466,384,8,120,1,1,eye,191,23362561
422,30,256,248,5,5,dla,764,653125537
494,86,80,72,7,7,eye,766,41796001
98,324,192,224,3,3,shi,762,218344897
92,296,48,152,1,1,shi,767,4432897.0
444,472,64,184,9,9,shi,767,2852168089.0
44,460,128,72,5,5,dla,766,74471425
150,352,128,112,1,1,dla,765,14192641
16,260,184,152,7,7,eye,763,12874681.0
312,170,232,72,5,5,eye,767,74503521
142,2,120,192,3,3,eye,766,332801
78,138,160,208,9,9,shi,761,530227465
264,72,56,216,3,3,eye,767,12431233
288,108,224,136,7,7,eye,767,116028289
112,422,80,128,9,9,eye,763,107360177
240,2,256,72,1,1,eye,767,149761
508,282,112,56,1,1,eye,767,17655457.0
164,434,256,216,9,9,eye,759,555172801
446,132,152,48,5,5,eye,763,40116385
320,122,176,224,9,9,eye,765,227962369
286,306,64,40,5,5,dla,766,77500801
262,170,88,224,9,9,shi,757,1155278521
186,104,112,80,1,1,shi,766,4752385
56,370,208,144,7,7,shi,571,615485011
238,378,136,208,7,7,eye,570,384634657
384,280,224,64,3,3,dla,767,240044161
100,158,160,256,5,5,eye,765,60676741
18,324,120,224,1,1,dla,764,3225601
104,500,216,256,7,7,eye,763,367848001
122,158,256,72,7,7,shi,565,472955937
148,508,88,176,3,3,shi,759,176212501
342,198,40,168,5,5,eye,764,56113993
494,232,24,168,1,1,eye,286,21047041
66,40,152,136,3,3,eye,766,3240001
54,272,176,216,3,3,dla,764,91600561
58,220,104,184,9,9,eye,565,41597601
234,474,128,144,1,1,eye,764,35493121
336,274,216,104,3,3,shi,767,355735297
476,122,232,152,5,5,eye,762,175211521
92,238,104,40,7,7,eye,759,10783781
290,442,40,200,5,5,shi,765,461858177
60,498,104,88,9,9,eye,767,43609861
12,232,128,144,1,1,shi,767,1158145
182,172,40,200,7,7,shi,762,208699297
334,134,224,80,7,7,eye,760,97177873
250,428,120,168,7,7,shi,765,1793651701
212,144,152,72,9,9,eye,759,59529601
448,378,40,136,7,7,eye,571,158061457
382,6,64,208,7,7,shi,757,26096713
34,480,120,192,7,7,eye,757,43623361
442,130,32,184,9,9,dla,575,456204673
140,446,128,120,1,1,eye,765,16484161
62,86,240,48,7,7,eye,757,6334417
324,184,128,48,1,1,eye,767,6200065
168,412,176,136,9,9,shi,767,1884001841
264,144,136,144,5,5,dla,767,367123681
302,38,208,200,5,5,eye,763,46439041
250,340,128,240,7,7,shi,765,2033132001
482,76,104,48,1,1,shi,766,4173313
62,100,112,144,3,3,eye,764,5510401
362,148,144,256,9,9,eye,574,365948353
140,148,192,256,9,9,shi,765,1235417569
302,126,32,16,1,1,shi,766,1354753
66,278,136,80,7,7,eye,766,29723761
76,116,240,16,3,3,eye,766,1624001
336,366,216,240,5,5,eye,767,592252417
26,180,16,112,9,9,dla,757,5289025
120,120,40,184,5,5,shi,767,38908801
220,70,200,120,1,1,eye,766,8064001.0
420,40,88,240,5,5,eye,575,40454401
382,370,200,120,7,7,shi,757,2691113601
386,180,248,56,9,9,shi,565,1351629181
76,244,144,112,9,9,shi,759,408709761
322,504,216,56,9,9,eye,762,316044289
178,94,224,1,1,1,eye,767,73321
290,510,208,176,9,9,eye,765,911596441
128,10,72,48,1,1,shi,575,102961
124,180,224,40,7,7,shi,759,238600801
108,46,208,184,3,3,eye,767,11010745.0
250,352,248,120,9,9,shi,765,3421915201
496,428,48,200,7,7,shi,763,1748191681
460,170,224,168,9,9,eye,765,456625441
340,36,16,160,1,1,eye,190,2142721
454,470,56,40,7,7,shi,757,523634521
196,470,216,240,7,7,shi,762,3793238401
378,488,152,176,7,7,shi,752,3960257617.0
290,172,56,152,7,7,eye,765,51431269
120,294,240,120,3,3,eye,767,51273601
178,504,232,256,7,7,shi,757,3979803745
188,204,16,168,5,5,dla,764,37360513
488,154,216,24,7,7,eye,763,44302105
50,488,168,72,5,5,shi,765,200241041
402,162,24,48,1,1,eye,383,3436993
510,272,64,168,1,1,eye,767,25544065
36,100,112,184,1,1,shi,767,1310401.0
314,470,160,56,1,1,eye,646,27478081.0
152,288,16,136,1,1,dla,766,1827841
146,2,56,176,5,5,shi,757,1143619
272,100,72,176,9,9,shi,727,423096001.0
420,398,80,128,9,9,eye,575,379508921
306,88,152,56,7,7,eye,764,31739137
42,106,160,208,3,3,eye,762,8425729
490,174,256,232,5,5,eye,765,393764785
234,148,176,256,1,1,eye,740,29552641.0
444,382,232,208,9,9,eye,767,1265219145
20,470,48,160,9,9,dla,765,78894081
154,380,240,152,9,9,eye,766,303708161
414,108,16,56,5,5,dla,764,12974209
458,102,192,136,3,3,shi,764,241175125
126,58,104,168,9,9,shi,764,170507821
74,16,80,128,9,9,eye,757,2701889
498,258,224,144,5,5,shi,761,2122812649
278,276,32,200,9,9,shi,757,447822973
222,438,96,224,1,1,shi,767,41543425
160,318,80,104,9,9,shi,573,593545729
36,194,56,144,9,9,eye,575,9060577
414,8,248,104,1,1,shi,767,1805441
124,296,216,32,1,1,dla,764,4838401
128,222,120,136,3,3,shi,571,90959617
306,428,152,104,5,5,eye,764,197325121
38,352,200,120,5,5,shi,757,131619841
472,194,80,192,9,9,shi,763,1602348433
410,262,136,40,1,1,shi,765,16070033
246,200,128,184,5,5,dla,761,552732481
346,34,120,120,9,9,dla,565,353728257
358,466,24,192,3,3,shi,767,99984961
196,102,128,80,9,9,shi,570,388724449
246,438,248,48,1,1,shi,767,29654353
108,356,200,40,3,3,shi,575,68725801
356,398,120,224,9,9,shi,759,5143416089
130,114,160,200,9,9,eye,765,79325533
84,370,168,240,3,3,shi,767,186314241
312,164,136,216,9,9,shi,767,2122295137
54,24,256,88,5,5,eye,764,2212993
286,502,56,112,1,1,shi,767,17541889
212,484,48,80,3,3,shi,759,85780289
214,60,72,240,3,3,eye,575,18835201
476,458,48,88,1,1,eye,575,20958081
354,232,80,168,3,3,dla,761,168065041
150,344,88,64,1,1,dla,765,5575681.0
276,294,200,232,7,7,eye,767,525731977
480,112,176,240,5,5,eye,767,194181121
148,248,256,176,3,3,shi,759,254055913
144,184,200,256,3,3,shi,767,189446401
202,384,184,192,7,7,shi,757,2032669441
458,422,160,48,1,1,eye,766,30627073
66,146,184,112,5,5,eye,766,15957217
366,510,152,200,5,5,shi,761,2766301201
430,8,176,152,3,3,eye,765,4695601.0
278,360,48,152,1,1,shi,765,15966721
74,316,184,16,5,5,eye,721,5366629.0
442,70,40,96,5,5,eye,575,14812211
242,74,72,232,7,7,eye,574,58021921
96,84,88,192,3,3,shi,767,18783073
152,176,64,136,7,7,shi,763,228177841
226,14,136,216,7,7,eye,757,14095621
238,420,152,112,1,1,shi,767,33196801
68,358,216,224,9,9,eye,759,189883201
160,192,56,200,5,5,shi,765,159879169
314,384,200,240,7,7,shi,757,4591534081
372,92,16,192,1,1,eye,287,7118593
62,410,184,232,1,1,shi,764,21123201
482,194,256,80,7,7,eye,762,202610497
298,424,112,176,5,5,shi,697,1027620817.0
276,104,104,224,3,3,eye,767,38587745
340,352,120,80,5,5,shi,573,694718465
192,306,256,208,9,9,eye,767,438270337
176,260,56,120,5,5,eye,766,27555841
454,472,40,56,9,9,eye,762,104557441
490,72,152,232,9,9,eye,765,214590601
12,198,248,104,7,7,dla,767,55874897
488,92,136,160,3,3,eye,763,65138485
494,402,48,224,5,5,shi,766,876207241
22,104,8,104,1,1,dla,766,39937
154,248,152,160,9,9,shi,766,1336581121
260,418,24,208,9,9,shi,765,563484065
476,132,240,80,1,1,shi,767,32947201
128,228,80,144,5,5,shi,571,166523905
334,234,40,104,5,5,eye,575,39443041
16,226,176,128,9,9,eye,763,12320617
10,48,168,240,9,9,eye,767,3036385
26,154,72,208,7,7,shi,757,51875825
498,266,40,16,7,7,dla,761,41624501
496,8,40,152,3,3,shi,763,4090513
82,20,232,24,9,9,eye,757,1069281
176,148,144,32,1,1,shi,574,4091905
394,44,16,248,1,1,shi,767,1208065
498,272,192,88,7,7,shi,761,2470311073
498,266,224,152,3,3,shi,761,798914509
32,370,240,208,9,9,eye,763,88367841
84,374,256,168,7,7,eye,767,148032193
322,488,120,160,3,3,shi,762,503329057
36,110,104,64,3,3,eye,767,1510741
340,196,88,240,7,7,eye,573,222497633
156,8,136,72,5,5,shi,575,8242417
512,126,72,152,3,3,eye,571,58867201
406,242,88,56,5,5,eye,762,54347393
386,288,120,120,5,5,eye,764,134341633
294,138,200,144,3,3,eye,762,71221249
56,338,192,120,9,9,dla,763,561732865
46,482,128,248,1,1,eye,767,12431745
224,396,112,200,3,3,eye,763,106843969.0
414,318,192,184,9,9,eye,764,640706401
508,486,112,120,5,5,eye,765,298621729
400,362,136,48,1,1,shi,765,21662081
440,210,200,56,9,9,eye,766,134870401
298,62,16,136,3,3,shi,575,7054051
124,156,104,224,9,9,eye,567,75441601
14,36,16,40,1,1,dla,762,10241
428,290,168,240,5,5,shi,759,2039663961
230,334,40,184,3,3,eye,573,42642783
122,190,112,136,1,1,eye,764,7235201
506,58,192,160,9,9,shi,766,1312375861
216,392,200,136,5,5,dla,767,981221473
300,284,104,88,5,5,eye,767,72661401
364,492,216,240,7,7,shi,762,7374332161.0
472,334,112,96,9,9,eye,763,255783881
480,162,144,48,1,1,eye,575,12130561
324,464,160,176,9,9,eye,767,694815409
508,266,40,232,7,7,shi,759,901168633
316,326,56,80,5,5,shi,567,268408189
246,332,144,72,7,7,shi,569,1105076609
460,478,184,40,5,5,shi,765,990251569
150,388,216,184,7,7,eye,765,297192481
376,200,152,184,7,7,eye,763,288147601
282,66,144,248,7,7,eye,569,96084451
22,344,240,184,7,7,dla,730,269904961.0
498,266,184,40,3,3,eye,765,47201701
210,168,56,216,7,7,shi,765,345856897
88,62,144,136,7,7,shi,574,110710177
156,226,152,40,7,7,shi,575,252283123
298,230,104,24,7,7,dla,767,103899601
466,458,8,144,3,3,shi,767,34830901
316,14,232,40,7,7,dla,759,119586093
120,260,40,256,3,3,eye,575,24089001
86,8,136,112,1,1,dla,574,1462273
236,466,112,216,9,9,eye,759,428906401
128,492,248,72,3,3,shi,571,280148737
204,276,112,168,7,7,eye,767,132652225
112,430,232,40,1,1,eye,763,8668801
506,270,16,64,1,1,shi,766,2384641
508,356,120,224,7,7,eye,759,570032897
502,246,72,160,9,9,eye,767,170901613.0
266,370,64,120,1,1,eye,765,13186801
210,56,128,72,7,7,dla,765,83024173
256,226,200,208,9,9,shi,763,3599742465
502,288,120,224,3,3,eye,767,195132673
460,140,176,112,9,9,eye,765,188022241
424,32,144,168,1,1,shi,767,6469633
226,486,104,184,7,7,eye,757,282717865
292,98,192,256,1,1,shi,766,24385537
278,70,40,232,9,9,shi,757,201916961
16,422,120,104,9,9,shi,571,122530233
364,52,16,176,3,3,shi,762,7195345.0
472,246,144,152,7,7,eye,763,359352127
190,36,224,96,7,7,eye,765,17463889
298,162,216,144,1,1,eye,767,30326401
490,182,40,256,1,1,eye,575,24833537
226,148,184,72,9,9,eye,757,65424289
294,216,96,160,1,1,shi,766,20155393
190,486,224,224,3,3,shi,765,740714545
314,310,240,168,9,9,eye,764,570276001
202,260,96,176,9,9,dla,757,1216944961
118,382,32,120,3,3,shi,762,24677201
10,190,112,56,9,9,shi,573,16007881
404,396,184,184,9,9,eye,711,779922001.0
16,180,40,216,7,7,shi,763,19199521
350,334,32,192,3,3,shi,765,95039701
376,244,48,248,1,1,eye,767,25172993
416,44,176,16,1,1,eye,767,960961
24,358,184,232,3,3,eye,767,18028165
126,180,104,32,9,9,eye,764,11037601
484,332,208,104,5,5,shi,766,1640215457
186,394,160,208,7,7,shi,761,2213079089
198,120,224,120,7,7,shi,766,507746881
462,180,128,208,7,7,shi,766,1989066241
448,140,232,80,9,9,eye,763,162821121
432,426,232,40,5,5,eye,767,147716353
24,76,40,232,7,7,shi,767,12158177
486,220,56,104,5,5,shi,764,278253361
466,268,16,104,1,1,shi,767,4348033
506,106,48,248,9,9,shi,766,695220081
424,380,88,192,5,5,shi,763,1016083141.0
14,108,136,64,1,1,dla,762,278529.0
40,464,208,48,9,9,eye,765,30104321
248,224,168,16,7,7,eye,763,16373953
212,222,72,184,7,7,dla,759,490643473.0
40,38,128,88,1,1,eye,765,294273
448,54,160,216,1,1,eye,766,17216065
510,44,96,152,3,3,shi,765,57168145
474,34,232,160,3,3,shi,761,100700827
412,24,40,160,9,9,shi,759,76918753
408,162,168,32,1,1,eye,767,6873985
210,466,184,24,3,3,eye,729,21372625.0
202,272,232,176,9,9,shi,757,2992772209
278,312,48,48,1,1,shi,765,4612609
50,432,96,80,9,9,shi,765,307972801
238,222,120,16,7,7,eye,762,10386049
4,442,208,200,3,3,shi,762,13233481
304,134,216,64,1,1,dla,574,13934593
184,154,144,144,1,1,shi,766,13571713
