M,N,GEMM_K,df,ConfigID,rewards
300,13140,23324,eye,767,273354901.0
10,1476,3222,shi,765,776145.0
148,13312,458,shi,765,19345921.0
22,10608,3550,eye,766,3448897.0
314,25984,232,shi,766,36169729.0
362,17600,19440,eye,766,282585601.0
96,20736,31104,eye,767,143474689.0
356,1792,418,shi,767,5216641.0
502,11136,124,eye,767,12999169.0
30,16324,19600,eye,765,28281601.0
136,9920,204,eye,763,7740577.0
14,708,4482,dla,762,724993.0
250,49140,18326,shi,765,3849582001.0
486,7920,11950,shi,764,837134785.0
64,7680,234,eye,766,3234817.0
446,17028,2646,eye,763,139417153.0
314,768,434,eye,634,2416513.0
472,432,5200,dla,763,20492353.0
50,25344,39690,eye,765,95373601.0
154,14400,486,eye,766,3446689.0
246,11284,54,shi,761,2486323.0
158,3072,24138,shi,757,183203845.0
358,4004,13916,shi,757,389200417.0
2,5120,262,eye,760,100609.0
314,3444,1224,shi,764,21686561.0
172,32340,9604,shi,759,1041447961.0
260,15360,13122,dla,741,971642881.0
512,50500,15778,shi,751,8081303553.0
316,980,8232,eye,759,10458337.0
420,32208,300,shi,767,66573361.0
430,16464,7050,shi,765,1019408569.0
258,62484,3024,shi,761,772447873.0
368,660,12446,eye,571,18367249.0
232,27840,168,shi,767,20267521.0
362,23108,3332,dla,766,823569121.0
198,5092,3420,shi,766,77463001.0
280,768,484,eye,573,7155457.0
414,23296,158,eye,767,32206721.0
70,25300,504,dla,765,16116101.0
370,29232,10150,eye,765,361970113.0
74,4420,5096,eye,757,7238089.0
70,1716,9310,eye,765,5224241.0
66,43008,496,shi,766,27426817.0
156,23040,100,shi,767,6084001.0
182,22436,2862,eye,762,76197889.0
128,1700,17444,dla,763,64137601.0
28,12212,3906,eye,570,10665985.0
426,23956,21756,shi,725,3931673281.0
162,19188,3240,shi,764,164436481.0
406,24804,13916,eye,762,385313025.0
92,14848,24462,shi,759,576351297.0
80,3268,3186,shi,765,19444513.0
436,1428,294,eye,567,773029.0
160,19584,362,eye,573,27523585.0
304,42240,22194,eye,763,547348429.0
316,160,432,dla,766,389761.0
438,23760,10000,shi,761,1736845201.0
144,15312,12100,eye,767,94403233.0
264,40404,3852,eye,767,250427937.0
354,7332,522,shi,569,34959153.0
296,12804,16268,shi,763,1869035169.0
294,2304,7614,eye,570,17939713.0
178,4032,386,eye,767,5419441.0
254,18532,6566,dla,568,697507417.0
270,8192,25434,shi,765,879134689.0
440,7040,38394,eye,766,253684801.0
286,9216,33534,eye,574,211232737.0
502,44928,14418,eye,767,698318209.0
322,16640,28512,shi,762,2938459393.0
226,13248,32076,eye,757,306344809.0
478,708,3762,eye,767,7289921.0
310,44800,21708,eye,765,673778801.0
456,16564,22148,eye,575,586766513.0
328,31620,5782,shi,763,967575811.0
348,56,386,eye,287,8149233.0
42,880,2100,dla,570,1858561.0
162,26496,33534,eye,764,261118081.0
374,1460,8428,eye,766,18947521.0
252,30660,10192,eye,767,231547681.0
16,17280,40176,eye,763,23177089.0
468,38628,2250,eye,767,235930501.0
306,4608,428,shi,766,13805569.0
98,3520,426,eye,574,3680641.0
418,4992,280,eye,383,26499201.0
174,17408,24,eye,766,1253377.0
248,5376,156,eye,767,4088449.0
488,25872,7300,shi,763,2096828641.0
22,22464,20412,eye,766,21579265.0
68,43264,24138,dla,759,1195168001.0
364,3712,23166,shi,762,539794113.0
194,2340,3582,dla,762,29352961.0
118,8880,10600,dla,762,185982721.0
440,7488,506,eye,574,50519041.0
118,19024,5350,shi,757,220601473.0
452,38180,3258,eye,767,335866497.0
240,61488,6250,shi,767,1513020001.0
328,22692,11172,eye,763,198383257.0
434,32292,18326,eye,762,638133761.0
234,15444,1568,shi,764,96898049.0
344,22960,4200,dla,763,595329841.0
392,47124,2304,shi,607,863830017.0
174,5236,1008,shi,761,15538433.0
136,18788,17934,eye,763,132043285.0
128,14896,3250,eye,763,26757121.0
106,11092,1458,eye,767,10171009.0
242,5760,16,eye,766,608257.0
294,1236,234,eye,762,559105.0
112,8064,74,eye,763,1342657.0
288,5328,4650,shi,767,144740737.0
302,7616,494,eye,766,22573825.0
358,26288,5250,eye,767,189630001.0
256,46228,4320,shi,763,808857601.0
280,43524,1372,shi,765,269760289.0
450,10000,3850,shi,765,346777201.0
384,15300,1666,shi,767,172773313.0
298,11264,178,shi,767,11107201.0
208,768,35802,shi,571,119172041.0
256,41616,1400,shi,763,292748289.0
408,11076,1350,eye,767,53366401.0
252,11648,110,shi,767,6246241.0
128,9792,388,shi,575,11984545.0
272,2240,286,eye,575,4788785.0
298,46400,36612,shi,757,8734496817.0
102,3780,3222,eye,569,12050281.0
312,9920,254,dla,767,13411841.0
482,18032,9700,eye,762,358102273.0
140,16356,432,shi,765,17119873.0
160,21168,8250,eye,765,135178561.0
350,11520,39528,shi,573,3320830241.0
436,20116,198,shi,759,32766273.0
40,8100,6566,eye,765,6316225.0
502,6720,14742,shi,757,888743311.0
56,30260,15190,shi,763,454411021.0
70,2160,1800,eye,765,1012033.0
170,4980,1422,shi,765,21837181.0
90,56580,576,dla,765,46339021.0
270,24964,3978,eye,765,172673047.0
162,39188,24892,shi,764,3130247233.0
470,17408,39204,eye,573,830188261.0
392,28756,1422,shi,763,265449955.0
356,7168,508,eye,767,22189441.0
122,8208,8700,shi,757,162012097.0
288,35200,492,dla,767,87859201.0
4,55632,1450,dla,760,5618833.0
326,6864,11450,shi,757,584764783.0
352,15808,302,eye,766,35254273.0
176,9300,1062,shi,766,34884577.0
316,51840,33858,shi,759,9247216705.0
358,14352,7750,eye,767,159560101.0
152,2992,3050,eye,763,8386525.0
318,4224,25110,dla,761,545128321.0
194,9636,294,shi,757,16678957.0
500,31428,18816,shi,765,6098227201.0
364,10368,33696,eye,762,294887425.0
424,20100,4212,eye,763,244443421.0
432,18304,144,eye,767,28035073.0
180,17220,1764,shi,575,133390801.0
440,27492,3672,eye,766,283968001.0
488,3920,250,eye,763,1961761.0
224,17876,17738,shi,763,1733012737.0
394,56644,954,eye,767,122010241.0
160,18980,19404,eye,765,177325633.0
484,5076,936,shi,766,42730689.0
8,13668,954,shi,573,2346205.0
126,20868,3618,shi,764,172126753.0
360,41600,32,shi,767,9984001.0
378,14868,126,eye,764,4050145.0
362,12500,490,shi,757,35533921.0
178,10304,4050,eye,767,15324751.0
94,52900,3582,dla,767,322901601.0
412,13860,3906,eye,572,216090337.0
42,8512,208,dla,766,1634305.0
66,9348,1274,eye,766,2864161.0
76,16592,1750,shi,759,36250481.0
22,10212,22344,eye,766,16251841.0
134,13824,15714,eye,757,67797569.0
206,32996,1666,shi,757,200720633.0
370,12628,15484,eye,765,206667793.0
332,22032,12450,eye,680,341470633.0
136,2064,5550,eye,763,6827167.0
66,120,260,shi,22,2246401.0
130,3920,3550,shi,573,38799229.0
434,10320,7200,eye,762,113135617.0
30,10752,11988,eye,765,9362185.0
480,33792,66,shi,767,18120961.0
278,18240,180,eye,765,16853761.0
28,12096,380,eye,762,4085761.0
162,13312,23004,eye,764,89562241.0
490,6912,33048,eye,573,291843217.0
120,10324,24990,shi,767,521928901.0
350,31376,7500,shi,765,1555260001.0
338,31104,164,shi,766,39533185.0
464,23040,21384,eye,763,476999425.0
130,3328,288,eye,767,2635777.0
142,4160,470,eye,575,7625281.0
270,4096,350,eye,765,6652801.0
138,4224,384,shi,573,5677057.0
108,1536,250,eye,767,702001.0
166,23088,7200,eye,767,109226881.0
326,8192,64,eye,766,2949121.0
500,17024,1134,shi,765,190539301.0
134,56500,22932,eye,764,446808961.0
288,42480,5400,shi,767,1101828097.0
218,33060,2412,shi,766,277926721.0
66,8496,11850,dla,766,112555009.0
28,7680,8,eye,762,40961.0
194,640,352,eye,766,1216513.0
108,10608,4550,eye,767,20707597.0
206,29952,90,shi,766,12804481.0
152,13572,4518,eye,763,54309373.0
104,20416,28,eye,763,1153153.0
82,53424,6550,shi,757,457308425.0
92,26496,2592,eye,567,15069601.0
80,49920,13446,shi,765,1032796225.0
406,24,468,shi,191,4964545.0
230,468,3870,dla,765,6856669.0
166,23460,18228,dla,757,1156624921.0
330,19968,12150,shi,574,1668168001.0
106,11060,4068,shi,757,92278513.0
54,1792,5346,eye,764,1156321.0
352,13616,4150,shi,766,403483585.0
428,2048,170,dla,767,2875393.0
184,31824,11550,shi,763,1301929399.0
450,22080,136,eye,766,24623617.0
206,4928,512,shi,766,10272769.0
392,20164,4248,eye,571,243121537.0
370,26228,4086,eye,765,256807825.0
474,36800,648,eye,761,21237097.0
482,28644,2156,dla,762,679893985.0
202,18432,138,dla,575,12220417.0
190,24960,216,eye,767,21565441.0
190,30720,29322,eye,765,334683481.0
328,5376,2430,shi,763,76530601.0
30,10240,18144,eye,573,16349761.0
138,18432,4860,eye,761,22177981.0
334,41472,78,dla,767,30191617.0
226,15552,510,shi,767,36279361.0
196,4224,420,eye,766,6531841.0
188,12772,2754,dla,764,109966921.0
378,13312,2106,eye,764,19131841.0
22,51968,54,eye,766,1202689.0
170,1,72,dla,573,375.0
416,8228,9016,eye,727,75204481.0
28,5184,364,eye,570,2515969.0
30,26928,900,shi,573,16537285.0
282,43956,4518,shi,761,1138363313.0
434,192,32,dla,574,92161.0
270,17280,210,shi,765,17962561.0
234,6960,8600,dla,764,245381761.0
146,21316,21854,eye,762,202979953.0
268,43920,9650,shi,759,1896900115.0
326,308,2718,dla,763,4609221.0
398,2432,138,eye,189,9229441.0
242,54356,1368,shi,766,284347009.0
292,38272,18306,eye,759,450395401.0
502,27984,12100,eye,767,660822625.0
160,11556,2628,eye,765,30610945.0
218,468,3726,eye,766,3312001.0
370,612,4194,dla,765,16484833.0
152,14976,10368,shi,715,453947393.0
318,34560,15390,dla,761,2676084481.0
114,21172,3654,shi,761,168496903.0
414,1428,1274,eye,572,3171793.0
274,19968,304,eye,767,34904065.0
246,8960,476,eye,767,21831265.0
230,29748,1764,shi,765,218277361.0
462,36864,2430,eye,766,74178721.0
284,25200,9450,shi,759,1452150505.0
230,56500,2352,shi,765,541118977.0
190,15872,206,shi,767,10969089.0
196,7684,11466,eye,762,45077761.0
376,23664,9300,shi,763,1624193665.0
424,19968,15552,eye,571,317002753.0
162,18980,9702,shi,764,613175509.0
220,5200,4600,shi,766,101273601.0
242,51408,4300,shi,766,849750177.0
214,12096,228,eye,767,11524033.0
52,2816,4,eye,380,21121.0
86,1232,2300,dla,565,5403553.0
150,17296,10150,eye,765,87129631.0
508,3200,234,shi,767,10464481.0
338,26244,23128,eye,765,567328897.0
416,768,510,shi,575,3712801.0
104,39856,9500,shi,763,629005261.0
228,38868,4428,eye,767,250657273.0
166,29492,8036,shi,757,780185393.0
410,16500,846,shi,657,114891595.0
232,2212,3096,dla,763,28096825.0
234,57456,6250,eye,764,299676001.0
38,7040,44,eye,765,340737.0
254,15540,15190,dla,760,974824201.0
98,5888,164,eye,766,1700353.0
220,1152,430,shi,574,2476801.0
406,1088,214,eye,767,2270113.0
420,14336,18468,eye,767,232936201.0
328,42420,4116,shi,763,1091238289.0
134,16896,248,eye,764,9820801.0
286,36852,3744,eye,766,242278401.0
386,404,17248,dla,764,46070545.0
52,8784,9550,eye,759,16050113.0
278,25792,36450,eye,764,570276001.0
334,14964,54,shi,767,4695769.0
196,47380,828,eye,762,50778113.0
294,47508,3906,eye,762,335978497.0
438,45872,3350,eye,761,224516465.0
110,32384,38,shi,766,2517121.0
420,10752,30780,eye,767,271758901.0
336,11220,13622,dla,767,925201201.0
336,39060,9114,eye,767,276076081.0
470,17172,5978,shi,765,910605073.0
360,11220,18130,shi,767,1292639401.0
60,19136,37584,eye,767,81264961.0
252,48384,39042,shi,767,8501508289.0
22,11264,248,shi,766,1142785.0
372,40000,20,eye,767,6448001.0
346,16384,66,shi,767,6369793.0
474,11316,4122,eye,761,127360641.0
300,2160,2150,eye,767,5177201.0
54,11904,37584,shi,764,503402881.0
50,39204,8428,eye,765,40536961.0
486,29380,3136,shi,764,1033679233.0
266,12800,62,shi,765,4419361.0
64,5460,13328,shi,763,88745985.0
296,16128,90,dla,574,10450945.0
54,3200,174,shi,284,2088001.0
42,7140,2232,eye,570,6475777.0
258,11520,21870,shi,761,1219050001.0
64,2560,90,eye,763,259201.0
214,13888,21222,dla,757,1211103041.0
104,17024,9072,eye,763,32128097.0
284,5616,11500,shi,759,353446521.0
98,7540,13426,eye,762,35628769.0
502,47824,3950,eye,767,319589761.0
30,23040,17334,eye,573,28115749.0
508,29264,2600,shi,759,656437601.0
118,33408,36450,shi,757,2479132801.0
142,16756,1566,eye,766,21715201.0
80,41600,23814,shi,765,1585285633.0
468,13860,18718,eye,767,526495321.0
120,31824,9200,eye,767,136244641.0
186,4004,2322,dla,766,34034001.0
304,6272,74,shi,766,2784769.0
498,8448,20,shi,575,1921921.0
138,8816,2600,shi,761,54614145.0
172,6656,120,shi,766,2396161.0
400,5120,20412,shi,765,653284801.0
430,20800,1458,eye,765,30130273.0
368,16724,98,shi,763,10678993.0
384,16020,9114,dla,767,905834881.0
126,3840,506,shi,764,5667201.0
382,28672,30,shi,767,6389761.0
298,19136,39690,eye,757,428422681.0
416,23936,12960,shi,571,2847137281.0
124,38804,20188,dla,759,1658832197.0
306,468,24794,dla,764,56264833.0
322,10240,34668,eye,762,201290113.0
434,13248,38556,shi,570,6159095377.0
330,23808,17496,shi,574,2864108161.0
274,16720,3000,shi,757,363126721.0
492,6528,39366,eye,575,348983965.0
240,1200,5900,shi,767,34012321.0
272,18816,13446,dla,763,1245581569.0
20,24852,23324,shi,765,203446209.0
390,4400,11000,shi,765,377828881.0
124,23876,3852,shi,759,181293953.0
424,17920,40176,eye,763,614192833.0
494,7236,1746,shi,574,140483161.0
194,6468,392,eye,760,1381537.0
498,15360,37746,eye,761,828792185.0
132,36036,15484,shi,767,1435163929.0
60,35280,6100,shi,767,205096641.0
498,13824,8424,eye,761,138724873.0
384,5888,22518,eye,767,103869697.0
86,8960,48,dla,766,860161.0
290,26880,8,shi,765,1224961.0
200,23364,2106,eye,765,56216161.0
80,21632,25758,dla,765,701742081.0
248,17280,30294,shi,763,2404549225.0
122,34500,612,eye,711,15599201.0
248,45396,3332,eye,763,92785729.0
220,3968,402,eye,382,23927041.0
104,11620,3456,shi,763,75838465.0
290,13248,33534,eye,765,408948373.0
264,39780,13230,eye,767,349866001.0
296,27200,20898,dla,763,3265768001.0
168,2256,1450,eye,767,2199709.0
174,17892,1188,dla,569,85613221.0
400,14484,4176,eye,573,172273921.0
82,18260,2862,eye,767,26932375.0
280,24500,17738,eye,765,278699457.0
430,5760,3564,dla,765,200868481.0
222,5616,9250,eye,761,45478181.0
166,3780,13230,dla,757,155301301.0
470,11988,2502,dla,765,256363381.0
60,8064,2916,dla,767,39231361.0
12,2688,23004,eye,767,1657993.0
232,34320,9700,shi,763,1405689857.0
74,5632,180,shi,766,1451521.0
372,34768,4500,eye,767,221704561.0
290,12672,10,shi,573,1122881.0
288,26260,22246,eye,575,558343729.0
160,29760,16,shi,765,1396737.0
360,8148,2548,eye,767,22052161.0
308,2916,21364,dla,766,308629441.0
170,15232,142,eye,573,8922145.0
384,3636,24206,dla,743,548250625.0
8,17908,17346,eye,575,9738541.0
178,7680,1458,dla,565,111413761.0
502,13332,9310,shi,565,1890908501.0
308,7680,430,shi,766,17337601.0
6,35840,15714,shi,763,63373399.0
144,56,316,eye,767,49297.0
284,2916,2502,eye,766,13010401.0
4,13776,10550,shi,764,13869453.0
352,19092,270,eye,766,11136001.0
48,1024,478,eye,767,397697.0
170,32832,14256,eye,765,165002817.0
440,5796,16758,shi,574,929309761.0
318,1664,5508,eye,761,7020593.0
290,23936,17982,shi,573,2753790121.0
34,5760,42,eye,767,157249.0
184,43956,450,shi,763,65881201.0
420,52836,774,eye,767,97114641.0
342,39188,16660,eye,764,639591681.0
512,1344,438,eye,767,5876209.0
412,4756,21560,eye,759,160704721.0
134,40960,46,dla,572,6144001.0
374,32660,3258,shi,766,694466593.0
202,10608,1100,shi,757,45515449.0
346,44160,17010,eye,757,497430361.0
342,6400,188,dla,767,7238401.0
402,7316,3744,shi,761,187801537.0
180,30132,7644,dla,767,798648661.0
394,37268,23814,eye,760,991717021.0
374,2100,432,shi,766,9726721.0
212,40832,242,shi,767,39866113.0
206,48260,4014,eye,764,214494781.0
446,9396,4572,shi,763,333353665.0
332,44772,2700,shi,764,666266401.0
280,5044,23030,eye,765,103384961.0
420,20480,148,shi,767,21548801.0
496,6720,450,eye,767,29484001.0
112,9744,5050,shi,763,95116953.0
30,9460,864,eye,573,1939393.0
52,19024,12550,shi,759,214483517.0
180,7236,1728,eye,767,14126401.0
44,20020,24304,eye,574,70709761.0
326,7680,250,eye,766,10800001.0
114,8448,21060,shi,569,422646641.0
20,15232,972,eye,765,622849.0
392,4096,148,shi,287,16253953.0
378,5508,4446,shi,764,172125409.0
372,12160,26406,eye,767,265494727.0
232,21504,172,shi,764,15025921.0
216,8692,21854,shi,575,1000995265.0
348,2560,13284,dla,767,216706561.0
402,18900,16170,shi,761,2341272121.0
72,6500,14504,eye,767,16737025.0
158,4096,66,shi,765,743425.0
30,28672,3402,eye,765,5109301.0
166,1408,386,eye,383,12364353.0
18,4080,6750,shi,764,9728641.0
476,5040,2950,eye,570,39542273.0
64,14352,7950,shi,763,140573809.0
14,21888,1944,eye,762,1390465.0
430,39424,19278,shi,765,5571338431.0
308,37604,594,shi,766,116017441.0
166,35088,3100,eye,767,73155041.0
324,13140,1470,dla,767,208965421.0
350,42420,10584,shi,765,3112603201.0
52,7344,1900,eye,747,2794065.0
44,17812,9996,eye,766,23794561.0
464,38500,16464,shi,763,5731576705.0
64,45012,2450,eye,763,16506001.0
190,8192,500,shi,767,13312001.0
300,11076,1512,eye,767,43948801.0
66,6400,24462,eye,766,37174993.0
40,32144,5000,shi,765,131305601.0
464,4080,1250,shi,763,46446401.0
302,6324,4158,dla,763,140342209.0
12,1984,216,eye,767,89857.0
194,51584,2592,eye,757,48571393.0
92,27604,1728,shi,759,86006017.0
62,4420,19404,eye,757,14583889.0
286,27648,15876,eye,574,300011713.0
210,51076,10192,eye,765,283098817.0
492,53680,3200,eye,767,309611009.0
154,33600,6156,shi,766,637152993.0
318,1908,8428,eye,761,16135321.0
392,12800,24786,dla,763,2035264001.0
110,34532,17640,eye,766,202176001.0
434,7236,162,shi,546,11450161.0
274,18868,17934,shi,757,1751961481.0
480,22244,540,dla,767,96983841.0
74,54500,8232,shi,757,531990145.0
314,2688,510,eye,574,29816641.0
282,39060,16660,eye,761,424269001.0
64,40740,3038,eye,763,21831937.0
318,13172,12054,eye,761,126924931.0
238,20800,426,dla,767,37856001.0
454,35524,2772,eye,767,275558977.0
6,51840,382,dla,762,2177281.0
310,17920,6642,eye,765,74216233.0
254,9744,12350,eye,760,107931097.0
220,29040,4100,eye,766,119496961.0
480,212,392,dla,191,4994721.0
388,16340,2916,eye,765,100039213.0
24,27440,1050,dla,575,16518881.0
388,26112,4050,eye,759,104032501.0
488,10804,21560,shi,763,2336609881.0
62,1092,2466,dla,764,3134041.0
162,340,19208,eye,572,6237505.0
306,51200,80,eye,766,21504001.0
486,5440,35154,dla,764,1501113601.0
66,40836,3420,shi,766,150388801.0
52,33840,11250,eye,759,63811801.0
70,13392,1400,shi,765,24323601.0
50,44928,28350,shi,765,1224888001.0
118,46656,24138,eye,757,275123137.0
380,16720,2100,shi,765,242796289.0
334,38868,3420,shi,767,850668001.0
428,14448,10100,eye,706,221781457.0
38,22528,368,eye,765,5699585.0
382,22500,21952,shi,757,3023288577.0
192,4864,216,shi,575,6829057.0
86,1728,27378,shi,757,113103589.0
406,4992,58,dla,767,2206465.0
152,4740,1674,shi,763,23006341.0
46,1284,3528,eye,659,1367297.0
248,2304,19116,eye,763,37984673.0
106,8960,37422,shi,757,635166841.0
84,14100,1944,shi,767,46194625.0
400,2260,1862,shi,765,29804161.0
14,15808,28674,eye,642,14477185.0
322,42688,6966,shi,762,1561472761.0
496,9280,14904,dla,763,1120225921.0
444,6660,21462,dla,767,1015989661.0
144,49220,1728,shi,767,213663745.0
96,5236,16366,eye,767,23607121.0
432,8,392,shi,383,1467649.0
352,29008,9850,shi,766,2040226561.0
42,28084,3492,shi,762,70184545.0
470,17748,2718,eye,765,149831865.0
296,47824,11850,eye,763,564022081.0
506,7220,3402,shi,766,196919101.0
498,33744,7300,eye,761,505029769.0
512,1280,11826,shi,763,193794561.0
146,11968,26730,dla,757,854443393.0
304,13172,13230,shi,571,1432337041.0
344,4800,188,shi,767,5670081.0
58,8208,1900,eye,757,3596929.0
264,16692,4428,eye,767,122700865.0
194,6080,278,eye,766,9127297.0
296,13588,4032,shi,763,309357889.0
62,4212,11466,eye,757,8617753.0
486,1792,146,shi,95,17431233.0
118,4368,11050,shi,757,109970927.0
136,13440,340,shi,763,12484801.0
294,4096,28674,eye,762,126675361.0
500,8820,16856,eye,765,202684801.0
46,4224,100,shi,767,374401.0
70,41140,4998,dla,765,282796361.0
56,216,338,shi,763,85177.0
402,21648,11000,eye,761,440696521.0
328,17716,4500,shi,763,510122001.0
4,16896,37098,eye,762,5954001.0
428,7040,362,eye,574,29817217.0
190,25488,12650,shi,765,1039158033.0
258,6900,2790,dla,761,81592501.0
138,4032,80,eye,285,2069761.0
488,15552,216,dla,767,33156865.0
462,37296,850,dla,766,432335233.0
264,10240,282,shi,767,12904321.0
376,9,9650,eye,379,58072543.0
356,5616,8550,shi,759,475806817.0
498,29040,6750,eye,569,446676121.0
308,19968,30294,eye,622,411005057.0
42,38804,5292,shi,762,158319361.0
52,6400,64,eye,766,460801.0
358,1536,206,shi,767,3856321.0
240,8272,1950,shi,767,61818121.0
20,25600,41472,shi,765,424734721.0
508,59520,1458,shi,759,711284329.0
72,25220,25088,shi,767,1051545601.0
26,25024,204,eye,764,3378241.0
8,43524,11270,eye,764,9762121.0
510,1024,39366,eye,765,40202893.0
372,20736,34506,shi,767,5545886113.0
400,2560,378,shi,381,26611201.0
294,21168,5700,eye,762,114605569.0
252,15444,1296,eye,767,34280065.0
150,9776,250,eye,765,1430701.0
198,1920,262,shi,190,13582081.0
464,3956,1800,eye,763,27097601.0
330,45872,9150,eye,766,445480561.0
358,40320,12150,dla,757,3529249921.0
244,41216,21384,eye,759,392535001.0
414,22400,2754,shi,764,510871217.0
186,7168,100,shi,766,4569601.0
164,26496,324,shi,567,29341405.0
402,2304,28188,shi,569,544055545.0
310,17808,5150,shi,573,677465197.0
32,16356,1800,shi,763,16320001.0
134,9600,35802,eye,757,96541641.0
130,516,4032,eye,765,2119937.0
236,8528,11600,shi,759,449869809.0
304,31828,19796,eye,763,506800225.0
342,20480,3726,eye,764,45937441.0
310,14144,422,eye,767,44502433.0
310,2100,864,shi,765,16129921.0
346,10752,176,eye,767,11147137.0
298,5376,28512,shi,757,952298337.0
176,11248,300,shi,766,12047617.0
142,24948,2700,eye,766,65520001.0
94,33396,10192,eye,757,77425921.0
174,16068,3780,shi,617,206475361.0
342,1536,74,shi,767,892737.0
414,13200,11800,shi,764,1173490177.0
394,11648,218,shi,767,19452577.0
70,1920,6156,dla,765,21799681.0
82,15360,350,eye,767,9172801.0
220,32560,1800,shi,766,261550081.0
384,36464,1050,shi,767,256608577.0
104,16500,4374,eye,763,51194755.0
248,3840,170,shi,767,2970241.0
110,10752,406,eye,766,9354241.0
502,48,54,shi,575,29485.0
250,768,254,eye,287,3328417.0
334,21504,18954,shi,757,2432683657.0
20,6144,648,shi,765,1244337.0
40,5184,9072,dla,765,33633793.0
270,11648,3564,shi,765,215583985.0
382,17408,168,dla,767,21725185.0
106,9360,12550,shi,757,240411817.0
182,1092,180,shi,762,592801.0
240,14144,98,eye,767,7949761.0
326,49392,11100,eye,763,746436817.0
40,28800,426,eye,573,11246401.0
380,18980,12152,eye,573,291512593.0
170,6864,800,eye,765,3686689.0
296,26676,20090,eye,763,405403081.0
284,6144,6,shi,767,179713.0
276,34944,23328,eye,767,489831553.0
300,32208,6250,eye,767,276543751.0
160,9860,1274,eye,765,5514913.0
8,4160,2592,dla,765,2699841.0
426,2688,29646,dla,761,557657857.0
182,21504,8,eye,766,548353.0
512,1716,2450,eye,571,10060801.0
320,15360,52,shi,767,4672513.0
306,33456,3850,shi,764,721641229.0
184,42292,24402,eye,763,504159265.0
460,35568,2400,eye,765,152961409.0
460,10608,6800,dla,765,612399841.0
306,5888,10044,eye,764,64631281.0
168,30500,17738,shi,767,1454597089.0
224,9348,3132,eye,763,36988225.0
364,13680,6300,shi,762,826495489.0
430,7360,32724,eye,753,211330381.0
144,33840,3200,eye,767,49932289.0
438,45780,2156,eye,761,113704801.0
308,34500,21756,eye,766,725034241.0
344,10672,2250,shi,763,142563061.0
386,34596,11270,shi,757,2431018351.0
136,25024,2754,eye,763,18005857.0
512,51584,32886,eye,763,1618907137.0
284,3600,11350,eye,759,39067609.0
32,39216,5550,eye,763,24631345.0
454,50160,10000,shi,762,4008576001.0
94,5252,14210,eye,757,21589921.0
10,39204,1176,shi,765,7622785.0
438,7040,37746,eye,761,248501491.0
248,21120,6480,shi,727,565777281.0
302,8900,20580,dla,763,930388201.0
442,14196,4482,eye,767,156657853.0
20,16640,25920,shi,765,165911041.0
510,33108,5978,eye,765,238290157.0
170,25344,7776,eye,765,63530497.0
162,20196,2250,eye,764,48708001.0
244,37060,24598,shi,759,3928190161.0
196,5376,270,eye,766,5598721.0
176,15540,2574,eye,766,43929601.0
422,39744,29646,shi,757,9214297417.0
488,9072,8050,eye,571,173713849.0
304,10304,462,dla,754,27697153.0
176,2496,210,eye,766,1935361.0
214,21476,2700,shi,760,212875801.0
304,29696,98,eye,766,16859137.0
318,3072,406,eye,382,13563649.0
458,17220,936,eye,764,71328193.0
486,15360,152,dla,767,24560641.0
406,1,4014,eye,6,6544605.0
160,18560,410,eye,765,33482241.0
172,16116,1584,eye,759,28561633.0
482,49392,2150,eye,762,213054337.0
314,15120,12450,eye,764,200898181.0
504,768,266,shi,623,2323777.0
364,3332,4014,dla,762,77622273.0
68,21828,4446,shi,759,130605697.0
102,5168,9950,shi,569,154481313.0
88,30996,4464,eye,766,66662401.0
416,15872,276,shi,767,31143841.0
190,27060,324,eye,765,9212113.0
498,2560,12798,shi,569,408002769.0
42,2880,2106,shi,762,7077721.0
8,7956,3234,eye,764,881893.0
506,20116,1350,eye,766,88320001.0
28,10788,24108,eye,762,18278785.0
408,5440,12,eye,575,721345.0
62,14356,20678,shi,757,498162561.0
272,26880,36126,eye,763,511754673.0
134,14336,33858,eye,757,118689429.0
490,500,20972,dla,765,84206501.0
92,27492,1224,eye,759,20138065.0
330,31744,5022,shi,766,822105121.0
290,3840,324,eye,765,752609.0
134,21504,15066,shi,673,775784425.0
256,21620,3186,dla,763,303025921.0
394,7168,35316,eye,688,223748225.0
162,30388,4320,eye,764,153031681.0
98,5760,2754,shi,762,25915345.0
252,1536,40,eye,767,698881.0
182,13860,3762,eye,762,66772993.0
120,29520,7250,eye,767,94273201.0
154,14628,18522,eye,766,137168641.0
102,624,6200,eye,761,1909849.0
354,1680,11500,shi,569,146800261.0
58,26880,472,eye,767,14726401.0
66,640,38,shi,190,109441.0
286,6656,346,eye,575,22454017.0
86,3584,246,eye,766,1511425.0
512,20800,138,eye,767,30856801.0
330,21172,2754,eye,766,123930001.0
214,9216,382,shi,767,17162497.0
102,34944,330,shi,763,25945921.0
72,6612,22050,shi,767,184210201.0
32,38272,12,eye,763,317953.0
36,42436,1782,eye,767,17869897.0
304,1216,394,eye,766,3177217.0
142,15092,9212,eye,766,58069441.0
206,8960,13932,eye,757,51978745.0
58,25984,4,shi,767,116481.0
232,48336,2100,eye,763,90093025.0
2,58548,1890,shi,757,3788401.0
392,8064,34668,eye,763,353881529.0
50,24816,12100,eye,765,49201021.0
280,39600,1300,eye,765,48240193.0
